Email_ID,User_ID,Campaign_Name,Send_Date,Email_Subject,Device_Type,Open_Status,Click_Status,Bounce_Type,Unsubscribe,Spam_Report,Revenue
EID_0031,UID_119,Holiday_Deals,1/2/2024 6:00,Exclusive Offer Inside!,Desktop,Opened,Not Clicked,Hard Bounce,0,1,132.05
EID_0032,UID_291,Spring_Sale,1/2/2024 7:00,Exclusive Offer Inside!,Desktop,Not Opened,Clicked,None,0,0,27.94
EID_0033,UID_077,New_Arrival,1/2/2024 8:00,Final Hours!,Tablet,Opened,Clicked,None,0,0,99.36
EID_0034,UID_169,Flash_Sale,1/2/2024 9:00,Check Out New Arrivals,Mobile,Opened,Clicked,None,0,0,216.93
EID_0035,UID_107,Newsletter,1/2/2024 10:00,Don't Miss This Deal!,Mobile,Opened,Clicked,Hard Bounce,0,0,200.85
EID_0036,UID_065,Flash_Sale,1/2/2024 11:00,Weekly Newsletter,Desktop,Opened,Not Clicked,None,0,0,229.06
EID_0037,UID_279,Newsletter,1/2/2024 12:00,Check Out New Arrivals,Mobile,Opened,Clicked,None,0,0,272.36
EID_0038,UID_206,Flash_Sale,1/2/2024 13:00,Final Hours!,Desktop,Not Opened,Clicked,Hard Bounce,0,0,155.99
EID_0039,UID_147,Flash_Sale,1/2/2024 14:00,Exclusive Offer Inside!,Desktop,Not Opened,Not Clicked,None,0,0,41.34
EID_0040,UID_272,Newsletter,1/2/2024 15:00,Final Hours!,Desktop,Opened,Not Clicked,Hard Bounce,0,0,146.58
EID_0041,UID_254,Newsletter,1/2/2024 16:00,Don't Miss This Deal!,Desktop,Opened,Not Clicked,None,0,0,1.24
EID_0042,UID_159,Holiday_Deals,1/2/2024 17:00,Don't Miss This Deal!,Desktop,Opened,Not Clicked,None,0,0,161.43
EID_0043,UID_181,New_Arrival,1/2/2024 18:00,Exclusive Offer Inside!,Tablet,Not Opened,Not Clicked,None,0,0,277.24
EID_0044,UID_071,New_Arrival,1/2/2024 19:00,Exclusive Offer Inside!,Desktop,Opened,Clicked,None,0,0,295.01
EID_0045,UID_155,Flash_Sale,1/2/2024 20:00,Don't Miss This Deal!,Mobile,Opened,Not Clicked,None,0,0,292.22
EID_0046,UID_209,Holiday_Deals,1/2/2024 21:00,Weekly Newsletter,Mobile,Not Opened,Not Clicked,Hard Bounce,0,0,65.49
EID_0047,UID_271,Newsletter,1/2/2024 22:00,Exclusive Offer Inside!,Tablet,Not Opened,Not Clicked,None,0,0,204.98
EID_0048,UID_256,Newsletter,1/2/2024 23:00,Check Out New Arrivals,Tablet,Not Opened,Not Clicked,None,0,0,88.68
EID_0049,UID_245,Flash_Sale,1/3/2024 0:00,Final Hours!,Mobile,Opened,Not Clicked,None,0,0,88.7
EID_0050,UID_130,Holiday_Deals,1/3/2024 1:00,Final Hours!,Desktop,Opened,Not Clicked,None,0,0,119.87
EID_0051,UID_044,Flash_Sale,1/3/2024 2:00,Check Out New Arrivals,Desktop,Not Opened,Clicked,None,0,0,196.72
EID_0052,UID_187,New_Arrival,1/3/2024 3:00,Exclusive Offer Inside!,Tablet,Opened,Not Clicked,None,0,0,41.61
EID_0053,UID_184,Newsletter,1/3/2024 4:00,Weekly Newsletter,Desktop,Opened,Not Clicked,None,0,0,174.99
EID_0054,UID_026,Holiday_Deals,1/3/2024 5:00,Weekly Newsletter,Tablet,Opened,Clicked,None,0,0,254.7
EID_0055,UID_269,Newsletter,1/3/2024 6:00,Check Out New Arrivals,Mobile,Opened,Not Clicked,None,0,0,190.6
EID_0056,UID_019,Flash_Sale,1/3/2024 7:00,Don't Miss This Deal!,Mobile,Opened,Clicked,None,0,0,152.9
EID_0057,UID_002,Holiday_Deals,1/3/2024 8:00,Exclusive Offer Inside!,Tablet,Opened,Not Clicked,None,0,0,90.5
EID_0058,UID_052,New_Arrival,1/3/2024 9:00,Exclusive Offer Inside!,Mobile,Opened,Clicked,None,0,0,52.86
EID_0059,UID_234,Holiday_Deals,1/3/2024 10:00,Don't Miss This Deal!,Mobile,Not Opened,Not Clicked,None,0,0,46.7
EID_0060,UID_057,Flash_Sale,1/3/2024 11:00,Don't Miss This Deal!,Desktop,Opened,Not Clicked,None,0,0,125.14
EID_0061,UID_004,Newsletter,1/3/2024 12:00,Don't Miss This Deal!,Tablet,Not Opened,Clicked,None,0,0,208.4
EID_0062,UID_068,Flash_Sale,1/3/2024 13:00,Final Hours!,Tablet,Opened,Clicked,None,0,0,129.92
EID_0063,UID_140,Holiday_Deals,1/3/2024 14:00,Check Out New Arrivals,Desktop,Opened,Not Clicked,None,0,0,197.41
EID_0064,UID_150,Holiday_Deals,1/3/2024 15:00,Weekly Newsletter,Mobile,Opened,Not Clicked,None,1,0,293.12
EID_0065,UID_104,Flash_Sale,1/3/2024 16:00,Final Hours!,Tablet,Opened,Clicked,None,0,0,284.27
EID_0066,UID_004,New_Arrival,1/3/2024 17:00,Weekly Newsletter,Mobile,Opened,Clicked,Hard Bounce,0,0,95.71
EID_0067,UID_260,New_Arrival,1/3/2024 18:00,Exclusive Offer Inside!,Mobile,Opened,Not Clicked,None,0,0,130.84
EID_0068,UID_244,Spring_Sale,1/3/2024 19:00,Exclusive Offer Inside!,Tablet,Opened,Not Clicked,None,1,0,36.43
EID_0069,UID_223,Spring_Sale,1/3/2024 20:00,Exclusive Offer Inside!,Mobile,Opened,Not Clicked,None,0,0,109.23
EID_0070,UID_263,Newsletter,1/3/2024 21:00,Final Hours!,Tablet,Opened,Not Clicked,None,0,0,238.54
EID_0071,UID_266,Newsletter,1/3/2024 22:00,Exclusive Offer Inside!,Desktop,Not Opened,Not Clicked,None,0,0,253.3
EID_0072,UID_088,Newsletter,1/3/2024 23:00,Weekly Newsletter,Tablet,Opened,Not Clicked,None,1,0,16.45
EID_0073,UID_015,Newsletter,1/4/2024 0:00,Weekly Newsletter,Tablet,Opened,Clicked,None,0,0,163.17
EID_0074,UID_199,Spring_Sale,1/4/2024 1:00,Don't Miss This Deal!,Desktop,Opened,Not Clicked,None,0,0,210.08
EID_0075,UID_141,New_Arrival,1/4/2024 2:00,Exclusive Offer Inside!,Mobile,Opened,Not Clicked,None,0,0,188.99
EID_0076,UID_028,Newsletter,1/4/2024 3:00,Weekly Newsletter,Desktop,Opened,Not Clicked,None,0,0,207.82
EID_0077,UID_295,Spring_Sale,1/4/2024 4:00,Exclusive Offer Inside!,Tablet,Not Opened,Clicked,None,0,0,293.32
EID_0078,UID_117,New_Arrival,1/4/2024 5:00,Check Out New Arrivals,Desktop,Not Opened,Clicked,None,0,0,33.88
EID_0079,UID_100,New_Arrival,1/4/2024 6:00,Final Hours!,Tablet,Not Opened,Not Clicked,None,0,0,215.92
EID_0080,UID_194,New_Arrival,1/4/2024 7:00,Check Out New Arrivals,Desktop,Not Opened,Clicked,None,0,0,251.51
EID_0081,UID_017,Spring_Sale,1/4/2024 8:00,Don't Miss This Deal!,Tablet,Opened,Clicked,Hard Bounce,0,0,241.54
EID_0082,UID_134,Spring_Sale,1/4/2024 9:00,Check Out New Arrivals,Tablet,Not Opened,Clicked,None,1,0,178.93
EID_0083,UID_110,Flash_Sale,1/4/2024 10:00,Exclusive Offer Inside!,Desktop,Opened,Not Clicked,None,1,0,223.06
EID_0084,UID_087,Flash_Sale,1/4/2024 11:00,Weekly Newsletter,Mobile,Opened,Not Clicked,None,0,0,45.94
EID_0085,UID_047,Spring_Sale,1/4/2024 12:00,Final Hours!,Mobile,Opened,Not Clicked,None,0,0,187.82
EID_0086,UID_272,Newsletter,1/4/2024 13:00,Don't Miss This Deal!,Tablet,Opened,Clicked,None,0,0,118.79
EID_0087,UID_297,New_Arrival,1/4/2024 14:00,Don't Miss This Deal!,Tablet,Opened,Not Clicked,None,0,0,214.83
EID_0088,UID_257,Flash_Sale,1/4/2024 15:00,Final Hours!,Desktop,Opened,Clicked,None,0,0,248.92
EID_0089,UID_061,Flash_Sale,1/4/2024 16:00,Weekly Newsletter,Mobile,Opened,Not Clicked,None,0,0,148.74
EID_0090,UID_255,New_Arrival,1/4/2024 17:00,Don't Miss This Deal!,Tablet,Opened,Clicked,None,0,0,10.24
EID_0091,UID_136,Flash_Sale,1/4/2024 18:00,Weekly Newsletter,Mobile,Opened,Not Clicked,None,0,0,110.26
EID_0092,UID_089,Holiday_Deals,1/4/2024 19:00,Don't Miss This Deal!,Tablet,Opened,Clicked,None,0,0,158.3
EID_0093,UID_142,Holiday_Deals,1/4/2024 20:00,Weekly Newsletter,Tablet,Not Opened,Clicked,None,0,0,21.92
EID_0094,UID_120,Flash_Sale,1/4/2024 21:00,Exclusive Offer Inside!,Mobile,Not Opened,Not Clicked,None,0,0,28.46
EID_0095,UID_251,Newsletter,1/4/2024 22:00,Don't Miss This Deal!,Desktop,Opened,Not Clicked,None,0,0,67.96
EID_0096,UID_059,Holiday_Deals,1/4/2024 23:00,Check Out New Arrivals,Tablet,Opened,Not Clicked,None,0,0,257.73
EID_0097,UID_078,Newsletter,1/5/2024 0:00,Don't Miss This Deal!,Desktop,Not Opened,Clicked,None,1,0,189.9
EID_0098,UID_009,Spring_Sale,1/5/2024 1:00,Weekly Newsletter,Tablet,Opened,Clicked,None,1,0,220.15
EID_0099,UID_207,New_Arrival,1/5/2024 2:00,Final Hours!,Tablet,Opened,Clicked,None,0,0,231.95
EID_0100,UID_066,Flash_Sale,1/5/2024 3:00,Final Hours!,Tablet,Opened,Clicked,None,0,0,196.48
EID_0101,UID_223,Holiday_Deals,1/5/2024 4:00,Weekly Newsletter,Desktop,Opened,Clicked,None,0,0,180.59
EID_0102,UID_199,Newsletter,1/5/2024 5:00,Exclusive Offer Inside!,Mobile,Opened,Not Clicked,None,0,0,161.79
EID_0103,UID_041,Flash_Sale,1/5/2024 6:00,Check Out New Arrivals,Desktop,Opened,Not Clicked,None,0,0,227.23
EID_0104,UID_077,Spring_Sale,1/5/2024 7:00,Don't Miss This Deal!,Tablet,Opened,Not Clicked,None,0,0,179.21
EID_0105,UID_154,Spring_Sale,1/5/2024 8:00,Don't Miss This Deal!,Tablet,Opened,Not Clicked,None,0,0,148.93
EID_0106,UID_124,Holiday_Deals,1/5/2024 9:00,Weekly Newsletter,Mobile,Opened,Not Clicked,None,0,0,226.81
EID_0107,UID_136,Flash_Sale,1/5/2024 10:00,Don't Miss This Deal!,Tablet,Opened,Not Clicked,None,0,0,76.83
EID_0108,UID_270,Flash_Sale,1/5/2024 11:00,Weekly Newsletter,Tablet,Opened,Not Clicked,None,0,0,8.4
EID_0109,UID_252,Flash_Sale,1/5/2024 12:00,Weekly Newsletter,Mobile,Not Opened,Not Clicked,Hard Bounce,0,0,268.16
EID_0110,UID_258,Spring_Sale,1/5/2024 13:00,Weekly Newsletter,Mobile,Opened,Not Clicked,Soft Bounce,0,0,290.9
EID_0111,UID_248,Spring_Sale,1/5/2024 14:00,Final Hours!,Desktop,Opened,Not Clicked,None,0,0,205.34
EID_0112,UID_170,New_Arrival,1/5/2024 15:00,Don't Miss This Deal!,Tablet,Not Opened,Not Clicked,None,0,0,236.91
EID_0113,UID_207,Spring_Sale,1/5/2024 16:00,Final Hours!,Mobile,Opened,Not Clicked,None,0,0,12.44
EID_0114,UID_064,Spring_Sale,1/5/2024 17:00,Weekly Newsletter,Desktop,Not Opened,Clicked,None,0,0,45.22
EID_0115,UID_004,New_Arrival,1/5/2024 18:00,Weekly Newsletter,Mobile,Opened,Not Clicked,None,0,0,262.06
EID_0116,UID_018,Flash_Sale,1/5/2024 19:00,Weekly Newsletter,Mobile,Not Opened,Not Clicked,None,0,0,127.24
EID_0117,UID_089,Spring_Sale,1/5/2024 20:00,Don't Miss This Deal!,Tablet,Opened,Clicked,None,0,0,9.53
EID_0118,UID_239,New_Arrival,1/5/2024 21:00,Final Hours!,Tablet,Not Opened,Clicked,None,0,0,56
EID_0119,UID_216,Flash_Sale,1/5/2024 22:00,Don't Miss This Deal!,Desktop,Opened,Not Clicked,Soft Bounce,0,0,170.59
EID_0120,UID_198,Newsletter,1/5/2024 23:00,Check Out New Arrivals,Tablet,Opened,Not Clicked,None,0,0,155.5
EID_0121,UID_098,New_Arrival,1/6/2024 0:00,Check Out New Arrivals,Tablet,Not Opened,Not Clicked,Soft Bounce,0,0,69.17
EID_0122,UID_051,New_Arrival,1/6/2024 1:00,Check Out New Arrivals,Mobile,Opened,Not Clicked,None,0,0,291.88
EID_0123,UID_131,Flash_Sale,1/6/2024 2:00,Check Out New Arrivals,Desktop,Opened,Clicked,None,0,0,225.17
EID_0124,UID_147,Holiday_Deals,1/6/2024 3:00,Weekly Newsletter,Mobile,Opened,Not Clicked,Hard Bounce,0,0,212.97
EID_0125,UID_046,Newsletter,1/6/2024 4:00,Final Hours!,Tablet,Opened,Not Clicked,None,0,0,181.11
EID_0126,UID_019,Spring_Sale,1/6/2024 5:00,Exclusive Offer Inside!,Mobile,Opened,Not Clicked,None,0,0,231.54
EID_0127,UID_175,Holiday_Deals,1/6/2024 6:00,Exclusive Offer Inside!,Mobile,Opened,Clicked,None,0,0,36.26
EID_0128,UID_074,Flash_Sale,1/6/2024 7:00,Check Out New Arrivals,Desktop,Opened,Clicked,Soft Bounce,0,0,272.44
EID_0129,UID_063,Flash_Sale,1/6/2024 8:00,Final Hours!,Desktop,Not Opened,Clicked,None,0,0,241.19
EID_0130,UID_196,Flash_Sale,1/6/2024 9:00,Don't Miss This Deal!,Tablet,Opened,Not Clicked,None,0,1,282.71
EID_0131,UID_140,Holiday_Deals,1/6/2024 10:00,Don't Miss This Deal!,Mobile,Opened,Not Clicked,None,1,0,30.2
EID_0132,UID_093,Flash_Sale,1/6/2024 11:00,Check Out New Arrivals,Desktop,Opened,Not Clicked,None,0,0,1.28
EID_0133,UID_046,Newsletter,1/6/2024 12:00,Check Out New Arrivals,Tablet,Not Opened,Clicked,None,0,0,236.07
EID_0134,UID_123,Holiday_Deals,1/6/2024 13:00,Don't Miss This Deal!,Desktop,Opened,Clicked,Hard Bounce,0,0,295.69
EID_0135,UID_188,Newsletter,1/6/2024 14:00,Exclusive Offer Inside!,Desktop,Not Opened,Clicked,None,1,0,221.27
EID_0136,UID_282,Newsletter,1/6/2024 15:00,Exclusive Offer Inside!,Desktop,Opened,Clicked,None,0,0,279.04
EID_0137,UID_284,Flash_Sale,1/6/2024 16:00,Weekly Newsletter,Tablet,Not Opened,Not Clicked,None,0,0,130.79
EID_0138,UID_111,Newsletter,1/6/2024 17:00,Exclusive Offer Inside!,Desktop,Not Opened,Not Clicked,None,0,0,65.26
EID_0139,UID_260,Holiday_Deals,1/6/2024 18:00,Don't Miss This Deal!,Desktop,Opened,Clicked,None,0,0,271.23
EID_0140,UID_100,Flash_Sale,1/6/2024 19:00,Check Out New Arrivals,Desktop,Not Opened,Not Clicked,None,0,0,1.14
EID_0141,UID_207,Spring_Sale,1/6/2024 20:00,Don't Miss This Deal!,Mobile,Opened,Clicked,None,0,0,174.29
EID_0142,UID_101,New_Arrival,1/6/2024 21:00,Don't Miss This Deal!,Desktop,Opened,Not Clicked,None,0,0,206.45
EID_0143,UID_113,Spring_Sale,1/6/2024 22:00,Weekly Newsletter,Mobile,Not Opened,Not Clicked,None,0,0,14.46
EID_0144,UID_061,Holiday_Deals,1/6/2024 23:00,Exclusive Offer Inside!,Mobile,Not Opened,Clicked,None,0,0,273.74
EID_0145,UID_138,Flash_Sale,1/7/2024 0:00,Exclusive Offer Inside!,Mobile,Not Opened,Not Clicked,None,0,0,274.67
EID_0146,UID_195,Holiday_Deals,1/7/2024 1:00,Don't Miss This Deal!,Tablet,Opened,Not Clicked,None,0,0,287.13
EID_0147,UID_162,Flash_Sale,1/7/2024 2:00,Weekly Newsletter,Tablet,Opened,Not Clicked,None,0,0,244.57
EID_0148,UID_070,New_Arrival,1/7/2024 3:00,Don't Miss This Deal!,Mobile,Opened,Not Clicked,None,0,0,139.08
EID_0149,UID_125,Newsletter,1/7/2024 4:00,Final Hours!,Tablet,Opened,Clicked,None,0,0,163.07
EID_0150,UID_208,Newsletter,1/7/2024 5:00,Final Hours!,Mobile,Opened,Clicked,None,0,0,230.02
EID_0151,UID_252,Newsletter,1/7/2024 6:00,Exclusive Offer Inside!,Desktop,Opened,Not Clicked,None,0,0,153.63
EID_0152,UID_029,New_Arrival,1/7/2024 7:00,Don't Miss This Deal!,Desktop,Opened,Not Clicked,None,0,0,181.95
EID_0153,UID_011,Holiday_Deals,1/7/2024 8:00,Exclusive Offer Inside!,Mobile,Opened,Clicked,None,0,0,254.29
EID_0154,UID_229,Spring_Sale,1/7/2024 9:00,Final Hours!,Tablet,Opened,Not Clicked,None,0,0,33.95
EID_0155,UID_260,Spring_Sale,1/7/2024 10:00,Final Hours!,Desktop,Opened,Clicked,None,0,0,273.04
EID_0156,UID_260,Spring_Sale,1/7/2024 11:00,Don't Miss This Deal!,Mobile,Opened,Not Clicked,None,0,0,74.38
EID_0157,UID_280,New_Arrival,1/7/2024 12:00,Weekly Newsletter,Mobile,Opened,Not Clicked,None,0,0,7.04
EID_0158,UID_220,Holiday_Deals,1/7/2024 13:00,Exclusive Offer Inside!,Mobile,Opened,Not Clicked,None,0,0,7.29
EID_0159,UID_184,Holiday_Deals,1/7/2024 14:00,Don't Miss This Deal!,Mobile,Opened,Not Clicked,None,0,0,267.38
EID_0160,UID_291,Holiday_Deals,1/7/2024 15:00,Final Hours!,Tablet,Opened,Clicked,None,0,0,216.35
EID_0161,UID_294,Spring_Sale,1/7/2024 16:00,Exclusive Offer Inside!,Desktop,Not Opened,Not Clicked,None,0,0,262.26
EID_0162,UID_154,Spring_Sale,1/7/2024 17:00,Check Out New Arrivals,Tablet,Not Opened,Not Clicked,None,0,0,158.2
EID_0163,UID_187,Spring_Sale,1/7/2024 18:00,Exclusive Offer Inside!,Mobile,Not Opened,Clicked,Hard Bounce,0,0,170.18
EID_0164,UID_195,Spring_Sale,1/7/2024 19:00,Weekly Newsletter,Tablet,Opened,Clicked,None,0,0,42.74
EID_0165,UID_011,New_Arrival,1/7/2024 20:00,Don't Miss This Deal!,Tablet,Opened,Not Clicked,None,0,0,285.64
EID_0166,UID_137,Spring_Sale,1/7/2024 21:00,Don't Miss This Deal!,Desktop,Opened,Clicked,None,0,0,114.1
EID_0167,UID_246,Holiday_Deals,1/7/2024 22:00,Weekly Newsletter,Desktop,Not Opened,Not Clicked,None,0,0,162.2
EID_0168,UID_282,Holiday_Deals,1/7/2024 23:00,Exclusive Offer Inside!,Desktop,Opened,Not Clicked,Soft Bounce,0,0,98.18
EID_0169,UID_068,Holiday_Deals,1/8/2024 0:00,Exclusive Offer Inside!,Mobile,Opened,Not Clicked,None,0,0,70.49
EID_0170,UID_116,Flash_Sale,1/8/2024 1:00,Final Hours!,Desktop,Not Opened,Clicked,None,0,0,156.6
EID_0171,UID_008,Holiday_Deals,1/8/2024 2:00,Exclusive Offer Inside!,Tablet,Not Opened,Clicked,None,0,0,154.28
EID_0172,UID_226,New_Arrival,1/8/2024 3:00,Check Out New Arrivals,Tablet,Not Opened,Not Clicked,None,0,0,294.13
EID_0173,UID_168,New_Arrival,1/8/2024 4:00,Weekly Newsletter,Mobile,Opened,Not Clicked,None,0,0,163.91
EID_0174,UID_221,Spring_Sale,1/8/2024 5:00,Final Hours!,Mobile,Opened,Clicked,None,0,0,238.38
EID_0175,UID_138,Holiday_Deals,1/8/2024 6:00,Don't Miss This Deal!,Desktop,Not Opened,Not Clicked,None,0,0,239.35
EID_0176,UID_169,Holiday_Deals,1/8/2024 7:00,Weekly Newsletter,Mobile,Opened,Not Clicked,None,0,0,194.32
EID_0177,UID_216,Holiday_Deals,1/8/2024 8:00,Don't Miss This Deal!,Mobile,Opened,Not Clicked,Soft Bounce,0,0,82.19
EID_0178,UID_233,New_Arrival,1/8/2024 9:00,Weekly Newsletter,Desktop,Opened,Not Clicked,None,0,0,259.45
EID_0179,UID_090,New_Arrival,1/8/2024 10:00,Don't Miss This Deal!,Mobile,Not Opened,Not Clicked,None,0,0,172.95
EID_0180,UID_045,Holiday_Deals,1/8/2024 11:00,Don't Miss This Deal!,Desktop,Opened,Clicked,None,0,0,272.68
EID_0181,UID_093,Spring_Sale,1/8/2024 12:00,Final Hours!,Desktop,Opened,Not Clicked,None,0,0,15.36
EID_0182,UID_109,Spring_Sale,1/8/2024 13:00,Exclusive Offer Inside!,Tablet,Not Opened,Not Clicked,None,0,0,19.55
EID_0183,UID_062,New_Arrival,1/8/2024 14:00,Exclusive Offer Inside!,Tablet,Opened,Clicked,None,0,0,232.83
EID_0184,UID_248,Flash_Sale,1/8/2024 15:00,Weekly Newsletter,Desktop,Opened,Clicked,None,0,0,36.61
EID_0185,UID_248,Holiday_Deals,1/8/2024 16:00,Final Hours!,Mobile,Opened,Clicked,None,0,0,116.28
EID_0186,UID_015,New_Arrival,1/8/2024 17:00,Exclusive Offer Inside!,Tablet,Opened,Clicked,None,0,0,67.32
EID_0187,UID_024,Holiday_Deals,1/8/2024 18:00,Don't Miss This Deal!,Desktop,Not Opened,Clicked,Soft Bounce,0,0,147.35
EID_0188,UID_118,New_Arrival,1/8/2024 19:00,Weekly Newsletter,Tablet,Not Opened,Not Clicked,None,0,0,53.5
EID_0189,UID_081,New_Arrival,1/8/2024 20:00,Exclusive Offer Inside!,Tablet,Opened,Not Clicked,None,0,0,264.79
EID_0190,UID_241,Newsletter,1/8/2024 21:00,Check Out New Arrivals,Tablet,Opened,Clicked,None,0,0,282.43
EID_0191,UID_239,Flash_Sale,1/8/2024 22:00,Exclusive Offer Inside!,Desktop,Opened,Not Clicked,None,0,0,173.8
EID_0192,UID_153,New_Arrival,1/8/2024 23:00,Don't Miss This Deal!,Mobile,Not Opened,Not Clicked,None,0,0,58.5
EID_0193,UID_127,Newsletter,1/9/2024 0:00,Final Hours!,Tablet,Not Opened,Not Clicked,None,0,0,210.52
EID_0194,UID_144,New_Arrival,1/9/2024 1:00,Weekly Newsletter,Tablet,Opened,Not Clicked,Hard Bounce,0,0,225.09
EID_0195,UID_128,Newsletter,1/9/2024 2:00,Don't Miss This Deal!,Tablet,Not Opened,Not Clicked,None,0,0,105.81
EID_0196,UID_085,Newsletter,1/9/2024 3:00,Don't Miss This Deal!,Desktop,Opened,Not Clicked,None,0,0,108.51
EID_0197,UID_236,Flash_Sale,1/9/2024 4:00,Check Out New Arrivals,Tablet,Not Opened,Clicked,None,0,0,129.22
EID_0198,UID_240,Holiday_Deals,1/9/2024 5:00,Don't Miss This Deal!,Desktop,Not Opened,Clicked,None,0,0,15.41
EID_0199,UID_219,Holiday_Deals,1/9/2024 6:00,Check Out New Arrivals,Mobile,Opened,Not Clicked,None,0,0,119.01
EID_0200,UID_005,Newsletter,1/9/2024 7:00,Don't Miss This Deal!,Mobile,Opened,Not Clicked,None,0,0,80.57
EID_0201,UID_150,New_Arrival,1/9/2024 8:00,Exclusive Offer Inside!,Mobile,Not Opened,Not Clicked,None,0,0,80.49
EID_0202,UID_033,Flash_Sale,1/9/2024 9:00,Weekly Newsletter,Tablet,Not Opened,Clicked,None,0,0,42.39
EID_0203,UID_107,Flash_Sale,1/9/2024 10:00,Final Hours!,Desktop,Not Opened,Not Clicked,None,0,0,134.16
EID_0204,UID_104,Flash_Sale,1/9/2024 11:00,Check Out New Arrivals,Mobile,Not Opened,Not Clicked,None,0,0,126.75
EID_0205,UID_059,New_Arrival,1/9/2024 12:00,Final Hours!,Tablet,Not Opened,Not Clicked,None,0,0,51.53
EID_0206,UID_258,Holiday_Deals,1/9/2024 13:00,Weekly Newsletter,Mobile,Opened,Clicked,None,0,0,84.85
