Session_ID,User_ID,Date,Page_URL,Device_Type,Browser,Operating_System,Traffic_Source,Country,City,Session_Duration_Seconds,Pages_Viewed,Conversions,Bounce,Revenue
SID_0068,UID_035,1/3/2024 19:00,/home,Mobile,Edge,Android,Paid Search,UK,New York,563,7,0,0,99.41
SID_0069,UID_081,1/3/2024 20:00,/contact,Tablet,Edge,macOS,Organic Search,UK,London,298,1,0,0,254.2
SID_0070,UID_164,1/3/2024 21:00,/checkout,Tablet,Edge,Android,Social,Canada,Delhi,441,1,0,0,78.69
SID_0071,UID_050,1/3/2024 22:00,/checkout,Mobile,Chrome,Android,Paid Search,Germany,Delhi,702,7,0,1,335.49
SID_0072,UID_104,1/3/2024 23:00,/product,Mobile,Safari,macOS,Referral,USA,Delhi,648,7,0,0,376.97
SID_0073,UID_132,1/4/2024 0:00,/contact,Mobile,Chrome,Windows,Paid Search,India,Toronto,820,1,0,0,55.2
SID_0074,UID_002,1/4/2024 1:00,/cart,Mobile,Safari,iOS,Organic Search,USA,New York,894,1,0,0,233.9
SID_0075,UID_134,1/4/2024 2:00,/home,Mobile,Firefox,macOS,Direct,Canada,Berlin,776,4,0,0,35.44
SID_0076,UID_054,1/4/2024 3:00,/product,Desktop,Firefox,Linux,Direct,UK,New York,47,5,0,1,299.09
SID_0077,UID_106,1/4/2024 4:00,/checkout,Tablet,Edge,Windows,Referral,India,Toronto,783,5,0,0,132.2
SID_0078,UID_004,1/4/2024 5:00,/cart,Desktop,Safari,Linux,Referral,Canada,Delhi,146,4,0,1,263.81
SID_0079,UID_054,1/4/2024 6:00,/cart,Mobile,Safari,Windows,Direct,Canada,London,827,8,0,0,258.73
SID_0080,UID_191,1/4/2024 7:00,/home,Mobile,Safari,iOS,Referral,Canada,Delhi,823,7,0,0,462.18
SID_0081,UID_146,1/4/2024 8:00,/checkout,Mobile,Edge,iOS,Paid Search,India,Berlin,173,9,0,0,274.54
SID_0082,UID_044,1/4/2024 9:00,/contact,Desktop,Edge,Android,Social,India,London,746,7,0,0,291.5
SID_0083,UID_162,1/4/2024 10:00,/cart,Desktop,Firefox,Linux,Social,Germany,Delhi,580,1,0,0,200.83
SID_0084,UID_190,1/4/2024 11:00,/home,Mobile,Chrome,Windows,Paid Search,Germany,London,695,7,0,0,474.54
SID_0085,UID_014,1/4/2024 12:00,/contact,Desktop,Safari,iOS,Social,USA,New York,717,1,0,0,388.59
SID_0086,UID_095,1/4/2024 13:00,/checkout,Desktop,Safari,macOS,Organic Search,India,Toronto,782,7,0,0,142.7
SID_0087,UID_048,1/4/2024 14:00,/cart,Mobile,Chrome,iOS,Paid Search,India,Delhi,451,8,0,1,422.1
SID_0088,UID_015,1/4/2024 15:00,/contact,Desktop,Safari,macOS,Referral,India,Berlin,398,9,0,0,216.2
SID_0089,UID_190,1/4/2024 16:00,/contact,Tablet,Edge,Windows,Paid Search,Germany,New York,675,3,0,0,414.33
SID_0090,UID_040,1/4/2024 17:00,/contact,Tablet,Edge,iOS,Direct,Canada,Delhi,587,4,0,0,411.44
SID_0091,UID_082,1/4/2024 18:00,/cart,Tablet,Safari,iOS,Referral,UK,New York,79,4,0,0,94.44
SID_0092,UID_111,1/4/2024 19:00,/cart,Tablet,Edge,Windows,Direct,Germany,Berlin,707,9,0,0,350.57
SID_0093,UID_053,1/4/2024 20:00,/product,Mobile,Edge,iOS,Referral,India,Delhi,135,7,0,1,145.32
SID_0094,UID_024,1/4/2024 21:00,/checkout,Mobile,Safari,macOS,Social,Germany,Berlin,245,3,0,1,148.75
SID_0095,UID_154,1/4/2024 22:00,/home,Mobile,Firefox,iOS,Paid Search,USA,London,687,5,0,0,148.17
SID_0096,UID_188,1/4/2024 23:00,/contact,Tablet,Chrome,Linux,Organic Search,India,Berlin,454,7,0,0,362.78
SID_0097,UID_124,1/5/2024 0:00,/product,Tablet,Edge,Android,Referral,USA,London,101,8,0,0,114.91
SID_0098,UID_041,1/5/2024 1:00,/home,Desktop,Firefox,macOS,Referral,India,Delhi,871,1,0,0,0.45
SID_0099,UID_157,1/5/2024 2:00,/product,Desktop,Edge,Linux,Direct,Germany,London,814,2,0,0,357.62
SID_0100,UID_015,1/5/2024 3:00,/cart,Tablet,Edge,Windows,Social,Canada,Delhi,788,7,0,0,85.59
SID_0101,UID_045,1/5/2024 4:00,/contact,Tablet,Chrome,macOS,Direct,UK,Delhi,475,2,0,0,52.24
SID_0102,UID_065,1/5/2024 5:00,/home,Tablet,Edge,Android,Direct,USA,Toronto,215,7,0,0,118.76
SID_0103,UID_089,1/5/2024 6:00,/home,Tablet,Chrome,Android,Social,Germany,Delhi,99,9,0,0,189.95
SID_0104,UID_071,1/5/2024 7:00,/home,Desktop,Chrome,Windows,Organic Search,Canada,London,179,2,0,0,237.95
SID_0105,UID_009,1/5/2024 8:00,/home,Tablet,Chrome,Windows,Direct,Germany,Toronto,275,7,0,0,22.29
SID_0106,UID_088,1/5/2024 9:00,/home,Desktop,Firefox,macOS,Direct,USA,Toronto,803,4,0,0,485.29
SID_0107,UID_129,1/5/2024 10:00,/product,Tablet,Safari,iOS,Referral,UK,Delhi,567,2,0,1,358.03
SID_0108,UID_136,1/5/2024 11:00,/contact,Tablet,Firefox,Windows,Social,Germany,Berlin,681,7,0,0,161.6
SID_0109,UID_063,1/5/2024 12:00,/cart,Tablet,Safari,iOS,Paid Search,India,Berlin,128,5,0,1,159.35
SID_0110,UID_139,1/5/2024 13:00,/cart,Desktop,Safari,Linux,Organic Search,Canada,Toronto,307,1,0,0,224.27
SID_0111,UID_081,1/5/2024 14:00,/cart,Desktop,Chrome,Android,Organic Search,Germany,Delhi,592,5,0,0,313.12
SID_0112,UID_136,1/5/2024 15:00,/cart,Mobile,Edge,iOS,Social,Canada,Berlin,692,3,0,0,73.19
SID_0113,UID_163,1/5/2024 16:00,/product,Tablet,Chrome,Android,Referral,India,Delhi,484,7,0,0,94.46
SID_0114,UID_163,1/5/2024 17:00,/checkout,Mobile,Edge,iOS,Referral,UK,Delhi,133,6,0,1,429.72
SID_0115,UID_033,1/5/2024 18:00,/contact,Mobile,Safari,Linux,Social,UK,Toronto,630,8,1,0,128.13
SID_0116,UID_123,1/5/2024 19:00,/home,Desktop,Chrome,Windows,Referral,India,Toronto,682,5,0,0,190.1
SID_0117,UID_005,1/5/2024 20:00,/checkout,Desktop,Edge,Linux,Organic Search,Canada,New York,754,2,0,0,435.64
SID_0118,UID_041,1/5/2024 21:00,/cart,Mobile,Firefox,Windows,Organic Search,Germany,Berlin,262,9,0,1,331.57
SID_0119,UID_028,1/5/2024 22:00,/checkout,Tablet,Edge,Windows,Paid Search,India,Berlin,423,8,0,0,170.86
SID_0120,UID_135,1/5/2024 23:00,/contact,Desktop,Chrome,Android,Social,USA,Berlin,530,6,0,1,341.85
SID_0121,UID_072,1/6/2024 0:00,/home,Tablet,Firefox,Linux,Direct,Canada,London,724,7,0,1,9.84
SID_0122,UID_012,1/6/2024 1:00,/home,Tablet,Edge,iOS,Direct,UK,Delhi,280,9,1,0,367.82
SID_0123,UID_162,1/6/2024 2:00,/contact,Mobile,Edge,Linux,Paid Search,India,Toronto,550,7,0,1,243.51
SID_0124,UID_033,1/6/2024 3:00,/contact,Mobile,Edge,Android,Paid Search,UK,Berlin,108,3,0,1,406.59
SID_0125,UID_048,1/6/2024 4:00,/cart,Mobile,Edge,Windows,Referral,Canada,New York,81,6,0,0,477.32
SID_0126,UID_151,1/6/2024 5:00,/home,Mobile,Edge,Android,Paid Search,UK,Berlin,810,7,0,0,462.89
SID_0127,UID_062,1/6/2024 6:00,/checkout,Desktop,Firefox,macOS,Paid Search,India,Delhi,255,2,0,0,454.63
SID_0128,UID_037,1/6/2024 7:00,/product,Desktop,Safari,macOS,Direct,Canada,Delhi,80,3,0,0,256.08
SID_0129,UID_099,1/6/2024 8:00,/product,Mobile,Firefox,iOS,Referral,USA,Toronto,215,4,0,0,180.07
SID_0130,UID_172,1/6/2024 9:00,/contact,Desktop,Firefox,Android,Paid Search,India,London,63,6,0,0,232.52
SID_0131,UID_104,1/6/2024 10:00,/cart,Mobile,Firefox,iOS,Paid Search,Germany,Toronto,832,1,0,0,344.95
SID_0132,UID_035,1/6/2024 11:00,/product,Tablet,Safari,iOS,Referral,India,Berlin,771,9,0,0,442
SID_0133,UID_193,1/6/2024 12:00,/home,Tablet,Chrome,macOS,Social,Canada,New York,160,5,0,0,103.49
SID_0134,UID_101,1/6/2024 13:00,/contact,Tablet,Safari,iOS,Referral,India,Toronto,661,7,0,1,459.1
SID_0135,UID_175,1/6/2024 14:00,/checkout,Mobile,Firefox,macOS,Direct,USA,London,472,9,0,1,407.59
SID_0136,UID_131,1/6/2024 15:00,/contact,Tablet,Edge,Windows,Social,USA,Toronto,867,9,0,0,489.43
SID_0137,UID_001,1/6/2024 16:00,/checkout,Desktop,Edge,Android,Organic Search,Germany,Delhi,788,1,0,0,440.13
SID_0138,UID_005,1/6/2024 17:00,/contact,Tablet,Firefox,iOS,Referral,UK,Berlin,461,1,0,0,139.97
SID_0139,UID_142,1/6/2024 18:00,/contact,Tablet,Edge,macOS,Direct,Canada,Berlin,733,3,0,1,52.98
SID_0140,UID_103,1/6/2024 19:00,/contact,Tablet,Firefox,Linux,Social,Canada,Berlin,526,6,0,0,56.12
SID_0141,UID_027,1/6/2024 20:00,/checkout,Desktop,Edge,iOS,Referral,UK,Berlin,432,2,0,0,145.61
SID_0142,UID_137,1/6/2024 21:00,/checkout,Mobile,Safari,Windows,Paid Search,USA,Berlin,352,1,0,1,307.09
SID_0143,UID_015,1/6/2024 22:00,/contact,Desktop,Chrome,Windows,Referral,USA,Berlin,239,1,0,1,402.16
SID_0144,UID_090,1/6/2024 23:00,/product,Mobile,Chrome,Linux,Organic Search,India,New York,644,5,0,1,449.63
SID_0145,UID_042,1/7/2024 0:00,/cart,Mobile,Safari,macOS,Referral,Germany,London,358,4,0,1,311.88
SID_0146,UID_124,1/7/2024 1:00,/cart,Tablet,Safari,iOS,Social,Germany,Berlin,401,1,0,0,2.82
SID_0147,UID_179,1/7/2024 2:00,/cart,Mobile,Firefox,macOS,Social,Germany,London,489,4,1,0,93.16
SID_0148,UID_063,1/7/2024 3:00,/checkout,Desktop,Firefox,Windows,Referral,India,Berlin,162,3,0,0,49.86
SID_0149,UID_096,1/7/2024 4:00,/checkout,Desktop,Firefox,macOS,Social,Germany,Toronto,864,2,0,0,181.66
SID_0150,UID_052,1/7/2024 5:00,/product,Mobile,Edge,Windows,Paid Search,UK,Berlin,680,9,0,1,250.68
SID_0151,UID_096,1/7/2024 6:00,/cart,Tablet,Firefox,macOS,Referral,India,Delhi,150,1,0,0,21.7
SID_0152,UID_132,1/7/2024 7:00,/cart,Tablet,Safari,Linux,Paid Search,UK,New York,635,7,0,0,174.24
SID_0153,UID_151,1/7/2024 8:00,/contact,Desktop,Chrome,Android,Paid Search,India,Toronto,481,4,0,1,89.59
SID_0154,UID_143,1/7/2024 9:00,/checkout,Tablet,Edge,Linux,Direct,Germany,Toronto,158,5,0,0,323.54
SID_0155,UID_171,1/7/2024 10:00,/cart,Mobile,Firefox,Linux,Referral,UK,Delhi,120,5,0,1,232.14
SID_0156,UID_029,1/7/2024 11:00,/product,Mobile,Edge,Android,Social,UK,Berlin,633,1,0,1,247.66
SID_0157,UID_036,1/7/2024 12:00,/product,Desktop,Edge,Android,Paid Search,UK,New York,604,6,0,0,213.85
SID_0158,UID_013,1/7/2024 13:00,/cart,Mobile,Firefox,iOS,Direct,India,Toronto,58,9,0,0,478.01
SID_0159,UID_160,1/7/2024 14:00,/checkout,Desktop,Edge,iOS,Referral,Canada,New York,751,2,0,0,107.37
SID_0160,UID_071,1/7/2024 15:00,/product,Mobile,Chrome,Linux,Referral,Germany,Toronto,553,7,0,0,258.33
SID_0161,UID_187,1/7/2024 16:00,/contact,Desktop,Safari,Linux,Organic Search,UK,Berlin,362,6,0,0,368.01
SID_0162,UID_086,1/7/2024 17:00,/product,Tablet,Safari,Windows,Organic Search,Canada,Toronto,326,5,0,0,278.42
SID_0163,UID_028,1/7/2024 18:00,/home,Mobile,Chrome,Windows,Paid Search,Germany,Toronto,159,4,0,1,464.51
SID_0164,UID_066,1/7/2024 19:00,/home,Mobile,Edge,iOS,Organic Search,Germany,London,322,4,0,0,188.98
SID_0165,UID_170,1/7/2024 20:00,/checkout,Desktop,Firefox,iOS,Paid Search,UK,Berlin,202,6,1,1,231.84
SID_0166,UID_045,1/7/2024 21:00,/cart,Desktop,Edge,Windows,Social,UK,Delhi,749,4,0,0,44.26
SID_0167,UID_062,1/7/2024 22:00,/checkout,Mobile,Chrome,Windows,Paid Search,India,Delhi,53,5,0,0,304.5
SID_0168,UID_185,1/7/2024 23:00,/checkout,Desktop,Edge,macOS,Organic Search,Canada,Berlin,128,6,0,1,144.11
SID_0169,UID_134,1/8/2024 0:00,/checkout,Mobile,Safari,macOS,Social,Canada,Delhi,435,5,1,0,80.15
SID_0170,UID_028,1/8/2024 1:00,/checkout,Tablet,Edge,Windows,Organic Search,UK,Berlin,385,7,0,0,272.27
SID_0171,UID_028,1/8/2024 2:00,/contact,Desktop,Chrome,macOS,Paid Search,Germany,Delhi,168,9,1,0,266.16
SID_0172,UID_108,1/8/2024 3:00,/contact,Mobile,Safari,Android,Direct,UK,London,532,7,0,1,37.94
SID_0173,UID_044,1/8/2024 4:00,/product,Tablet,Edge,iOS,Referral,Germany,Delhi,855,7,0,0,349.11
SID_0174,UID_084,1/8/2024 5:00,/home,Tablet,Edge,iOS,Organic Search,Germany,Toronto,203,4,0,0,311.89
SID_0175,UID_030,1/8/2024 6:00,/checkout,Mobile,Safari,Windows,Paid Search,UK,Berlin,58,1,0,0,94.51
SID_0176,UID_190,1/8/2024 7:00,/product,Desktop,Firefox,Linux,Social,USA,New York,525,8,0,1,234.72
SID_0177,UID_075,1/8/2024 8:00,/home,Mobile,Safari,Windows,Organic Search,Canada,New York,684,4,0,1,360.16
SID_0178,UID_128,1/8/2024 9:00,/cart,Tablet,Firefox,macOS,Organic Search,Germany,Berlin,857,1,0,0,264.72
SID_0179,UID_092,1/8/2024 10:00,/contact,Mobile,Chrome,Linux,Referral,Germany,London,380,5,0,1,197.74
SID_0180,UID_190,1/8/2024 11:00,/home,Desktop,Chrome,macOS,Paid Search,USA,Delhi,583,8,0,0,161.17
SID_0181,UID_129,1/8/2024 12:00,/cart,Tablet,Safari,Android,Direct,India,London,328,4,0,0,305.2
SID_0182,UID_121,1/8/2024 13:00,/home,Mobile,Safari,macOS,Social,USA,New York,749,8,0,0,469.55
SID_0183,UID_027,1/8/2024 14:00,/contact,Desktop,Chrome,Android,Paid Search,USA,Berlin,871,8,0,0,335.87
SID_0184,UID_190,1/8/2024 15:00,/contact,Tablet,Firefox,Android,Social,Germany,Berlin,221,3,0,0,37.37
SID_0185,UID_121,1/8/2024 16:00,/product,Desktop,Chrome,macOS,Organic Search,Canada,London,701,9,0,0,230.34
SID_0186,UID_116,1/8/2024 17:00,/checkout,Tablet,Safari,macOS,Referral,USA,London,93,3,0,0,445.41
SID_0187,UID_003,1/8/2024 18:00,/home,Mobile,Chrome,Android,Referral,India,Delhi,784,1,0,1,47.23
SID_0188,UID_103,1/8/2024 19:00,/home,Desktop,Safari,Linux,Direct,UK,Toronto,799,2,0,0,494.44
SID_0189,UID_198,1/8/2024 20:00,/cart,Tablet,Safari,Android,Referral,USA,Toronto,693,6,0,0,474.53
SID_0190,UID_155,1/8/2024 21:00,/contact,Desktop,Chrome,iOS,Organic Search,USA,Delhi,244,2,0,1,39.14
SID_0191,UID_137,1/8/2024 22:00,/home,Desktop,Firefox,Android,Direct,India,Toronto,863,6,0,0,466.71
SID_0192,UID_062,1/8/2024 23:00,/contact,Mobile,Edge,Linux,Paid Search,Canada,New York,195,1,0,0,181.57
SID_0193,UID_165,1/9/2024 0:00,/home,Desktop,Chrome,iOS,Referral,USA,Toronto,572,1,0,1,422.35
SID_0194,UID_051,1/9/2024 1:00,/product,Tablet,Edge,Windows,Direct,USA,Delhi,261,5,0,0,209.19
SID_0195,UID_172,1/9/2024 2:00,/checkout,Tablet,Chrome,Windows,Organic Search,Canada,Toronto,823,9,0,0,220.43
SID_0196,UID_152,1/9/2024 3:00,/home,Tablet,Edge,Linux,Social,India,Berlin,570,8,0,0,317.12
SID_0197,UID_059,1/9/2024 4:00,/contact,Tablet,Firefox,Android,Social,USA,London,224,3,0,1,387.24
SID_0198,UID_118,1/9/2024 5:00,/product,Mobile,Firefox,macOS,Organic Search,Canada,New York,535,3,0,0,16.89
SID_0199,UID_160,1/9/2024 6:00,/home,Desktop,Chrome,Linux,Organic Search,USA,Berlin,363,1,0,1,296.58
SID_0200,UID_096,1/9/2024 7:00,/cart,Mobile,Safari,iOS,Social,UK,Berlin,797,3,0,0,93.37
SID_0201,UID_180,1/9/2024 8:00,/checkout,Desktop,Edge,iOS,Direct,Germany,Delhi,822,1,0,0,172.97
SID_0202,UID_113,1/9/2024 9:00,/home,Desktop,Safari,Windows,Social,UK,London,333,8,0,1,173.98
SID_0203,UID_062,1/9/2024 10:00,/product,Desktop,Safari,iOS,Organic Search,USA,London,862,1,1,0,234.53
SID_0204,UID_186,1/9/2024 11:00,/cart,Mobile,Safari,Linux,Referral,India,New York,466,5,0,0,167.07
SID_0205,UID_052,1/9/2024 12:00,/product,Desktop,Firefox,iOS,Paid Search,Germany,Delhi,352,9,0,0,53.68
SID_0206,UID_012,1/9/2024 13:00,/product,Mobile,Chrome,Linux,Referral,UK,New York,531,7,0,1,72.81
SID_0207,UID_039,1/9/2024 14:00,/cart,Tablet,Chrome,macOS,Referral,Canada,Toronto,887,4,0,0,16.72
SID_0208,UID_130,1/9/2024 15:00,/product,Tablet,Firefox,Windows,Organic Search,India,Berlin,422,9,0,0,235.12
SID_0209,UID_131,1/9/2024 16:00,/cart,Desktop,Firefox,iOS,Social,UK,New York,835,9,0,0,477.22
SID_0210,UID_113,1/9/2024 17:00,/home,Mobile,Chrome,Linux,Direct,Canada,Berlin,628,2,1,1,57.84
SID_0211,UID_101,1/9/2024 18:00,/cart,Tablet,Safari,Android,Referral,USA,Delhi,178,6,0,0,473.13
SID_0212,UID_113,1/9/2024 19:00,/cart,Mobile,Edge,Windows,Social,Canada,Toronto,790,4,0,0,366.68
SID_0213,UID_184,1/9/2024 20:00,/checkout,Mobile,Edge,macOS,Direct,UK,Delhi,862,8,0,0,318.75
SID_0214,UID_081,1/9/2024 21:00,/cart,Desktop,Edge,Linux,Referral,UK,Toronto,434,7,0,0,322.64
SID_0215,UID_187,1/9/2024 22:00,/cart,Tablet,Safari,macOS,Direct,USA,Toronto,312,7,0,0,413.36
SID_0216,UID_113,1/9/2024 23:00,/home,Desktop,Chrome,macOS,Social,Canada,Berlin,391,9,0,0,53.46
SID_0217,UID_002,1/10/2024 0:00,/checkout,Desktop,Firefox,iOS,Paid Search,Canada,Delhi,408,5,0,0,252.38
SID_0218,UID_130,1/10/2024 1:00,/contact,Tablet,Chrome,iOS,Social,USA,Delhi,227,6,0,1,348.55
SID_0219,UID_054,1/10/2024 2:00,/home,Tablet,Safari,Linux,Organic Search,Canada,New York,585,1,0,1,293.41
